Timestamp;LogLevel;Message;CorrelationId
2024-11-05T17:50:24.808Z;DEBUG;Wrote archive to /home/jeffmur/Documents/5319c5a4/0-1500-1730856998000/tmp/cramer.enc in 1s;
2024-11-05T17:50:24.808Z;METRIC;📄 Added cramer.enc in 1s (1s + 73ms);5319c5a4-1730856998000
2024-11-05T17:50:24.808Z;INFO;📄 Added meta.json in 403µs;5319c5a4-1730856998000
2024-11-05T17:50:26.612Z;DEBUG;Wrote archive to /home/jeffmur/Documents/5319c5a4/0-1500-1730856998000/sso-all.zip in 1s;
2024-11-05T17:50:26.612Z;METRIC;📦 Packaged encrypted archive in 6s;5319c5a4-1730856998000
2024-11-05T17:50:41.067Z;METRIC;📊 KLD => 0.0 Plaintext Score took 317µs;
2024-11-05T17:50:41.068Z;METRIC;📊 Bhattacharyya => 1.0 Plaintext Score took 87µs;
2024-11-05T17:50:41.068Z;METRIC;📊 Cramer => 0.0 Plaintext Score took 104µs;
2024-11-05T17:50:42.068Z;METRIC;📊 KLD => -1.1615111659621395e-11 Ciphertext Score in total: 191ms, encryptX: 72ms, encryptLogX: 71ms, computeScore: 47ms;
2024-11-05T17:50:42.241Z;METRIC;📊 Bhattacharyya => 1.000000000197028 Ciphertext Score in total: 172ms, encryptX: 71ms, encryptSqrtX: 71ms, computeScore: 29ms;
2024-11-05T17:50:42.428Z;METRIC;📊 Cramer => 6.623536763425768e-10 Ciphertext Score in total: 185ms, encryptCumulativeSumX: 70ms, computeScore: 114ms;
